"","Plot.3","Tag","sla","mean.thick","ssl","lar1","lmf","smf","rmf","sp","rgr.h","ini_size","perc.canopy.open","new.rgr.h","Comp1","Comp2","Comp3","sp.number","lma","log_thick","log_ssl","log_lar","log_lmf","log_smf","log_rmf","log_light","log_rgr","log_lma","plot_id_1","plot_id","log_ini_size"
"121",29,20,437.1333333,0.147333333,226.6666667,109.2833333,0.25,0.375,0.375,"PSEUIN",0.143100844,15,1.45,1.143100844,0.692800591,0.180683846,0.768856834,20,0.002287632,0.843084377035905,1.99402538554862,0.266689819113238,-0.71448186196621,-0.0457751243887614,1.32016270779874,-0.856479856200816,-0.625310022895866,-1.81561767047478,29,9,-1.280481612
"127",30,1,345.7484848,0.101,29.40677966,94.81745152,0.274238227,0.354570637,0.371191136,"PSEUIN",0.287682072,40,2.6,1.287682072,0.617829156,1.383955541,2.331598578,20,0.002892276,-0.880243746688567,-0.978662495159218,-0.123441971664439,-0.470565509449214,-0.31014280906324,1.28568505778192,0.247701989904683,0.662470078112062,-0.658903910393522,30,10,1.788788707
"128",30,10,472.55,0.09,98.33333333,131.8744186,0.279069767,0.418604651,0.302325581,"PSEUIN",0.268263987,17,2.6,1.268263987,0.617829156,1.383955541,2.331598578,20,0.002116178,-1.40654271525859,0.778436156332619,0.782979457830162,-0.424530453127112,0.473351809084435,0.592638300429005,0.247701989904683,0.498174410329414,-2.19985767121985,30,10,-0.888813522
"134",31,4,302.6714286,0.124666667,76.66666667,125.8633663,0.415841584,0.267326733,0.316831683,"PSEUIN",0.139761942,23,6.01,1.139761942,-0.021514014,1.590102586,0.446324588,20,0.003303913,0.0806201985484829,0.416145370486554,0.654795559265534,0.626778866631965,-1.64304206760633,0.750915275148533,1.83210477040429,-0.656939150693461,-0.00261685734385332,31,11,0.057102095
"143",34,1,334.8571429,0.104,60,133.9428571,0.4,0.235714286,0.364285714,"PSEUIN",0.271933715,21,3.33,1.271933715,1.187659108,-4.046539951,0.084907482,20,0.002986348,-0.746648577801043,0.0593473862903736,0.825740716107603,0.524400932172208,-2.23697135326268,1.22226560599434,0.715623517539941,0.529415753793515,-0.501038959713974,34,12,-0.227572305
"144",34,3,268.5212121,0.107666667,28.59649123,119.2501035,0.444099379,0.211180124,0.344720497,"PSEUIN",0.271933715,21,3.33,1.271933715,1.187659108,-4.046539951,0.084907482,20,0.003724101,-0.588503820295804,-1.01933348022112,0.506497209822789,0.80007346571284,-2.75566452040413,1.03582804672117,0.715623517539941,0.529415753793515,0.587846905695382,34,12,-0.227572305
"145",34,14,419.4666667,0.186333333,134.5454545,101.6888889,0.242424242,0.333333333,0.424242424,"PSEUIN",0.111225635,19,3.33,1.111225635,1.187659108,-4.046539951,0.084907482,20,0.00238398,1.91493354432892,1.23482066436933,0.0687921299632508,-0.795592896573678,-0.601628299325378,1.73683999449418,0.715623517539941,-0.931103499399358,-1.61214715948149,34,12,-0.540759527
"152",36,1,274.9,0.175333333,46.53061224,78.54285714,0.285714286,0.35,0.364285714,"PSEUIN",0.328504067,25,1.31,1.328504067,-3.593393732,-1.684470324,-0.610746721,20,0.003637686,1.63721138960546,-0.310713475691565,-0.640838493579802,-0.362506396788998,-0.371373001236655,1.22226560599434,-1.04847416427239,0.999931302160384,0.472051911876366,36,13,0.318024877
"155",37,3,496.75,0.151,72.69230769,51.38793103,0.103448276,0.448275862,0.448275862,"PSEUIN",0.057158414,18,2.38,1.057158414,0.554642981,-0.92468135,3.321536362,20,0.002013085,0.955282066425459,0.338662163475477,-1.80648007402288,-3.04037192622866,0.79653819114422,1.92293715256178,0.080526500442772,-1.47042894898527,-2.4461840043976,37,14,-0.709949951
"158",38,2,318.6333333,0.096333333,38.03278689,100.0360465,0.313953488,0.389534884,0.296511628,"PSEUIN",0.223143551,25,4.36,1.223143551,1.755005962,-0.667742557,2.483693155,20,0.003138404,-1.09615719600827,-0.604250561372612,0.0237660768484148,-0.11406609130183,0.133687466924272,0.527059285345913,1.22521819372845,0.106487512987602,-0.256094143420082,38,15,0.318024877
"159",38,3,271.54,0.185,57.24137931,94.72325581,0.348837209,0.348837209,0.302325581,"PSEUIN",0.162518929,20,4.36,1.162518929,1.755005962,-0.667742557,2.483693155,20,0.003682699,1.88215656607779,-0.00916364745657095,-0.12617290414615,0.163653743828196,-0.387077836353715,0.592638300429005,1.22521819372845,-0.443175605423792,0.532707868851656,38,15,-0.380249442
"164",39,3,350.1433333,0.087333333,25.98639456,75.66948265,0.21611002,0.31237721,0.47151277,"PSEUIN",0.125163143,34,3.59,1.125163143,1.29191459,-1.177620445,1.76761508,20,0.002855973,-1.5438215242894,-1.15864939775908,-0.743239841061774,-1.09846215241777,-0.908059476055829,2.09361266880669,0.857780516042226,-0.796329383801926,-0.721202277937332,39,16,1.280224627
"177",43,11,282.65,0.209,90.43478261,145.4816176,0.514705882,0.338235294,0.147058824,"PSEUIN",0.271933715,21,2.6,1.271933715,-0.751398434,-1.314666538,1.463107786,20,0.003537944,2.43888754326327,0.656553558561916,1.05279205116331,1.18899338792537,-0.532732220557284,-1.84122435620165,0.247701989904683,0.529415753793515,0.334929021991251,43,17,-0.227572305
"178",43,10,268.8,0.194,121.3333333,119.4666667,0.444444444,0.333333333,0.222222222,"PSEUIN",0.236388778,19,2.6,1.236388778,-0.751398434,-1.314666538,1.463107786,20,0.003720238,2.09896556659616,1.08437005424897,0.511482427766848,0.80212076382675,-0.601628299325378,-0.446957959782691,0.247701989904683,0.222946795791049,0.582728171777456,43,17,-0.540759527
"179",43,8,279.55,0.117666667,13.92156863,96.01815505,0.343473994,0.326790972,0.329735034,"PSEUIN",0.182321557,42,2.6,1.182321557,-0.751398434,-1.314666538,1.463107786,20,0.003577178,-0.183133204082646,-2.06713275500296,-0.0888667949116817,0.122813197646723,-0.695175401821531,0.885729381309306,0.247701989904683,-0.260541074787157,0.389322720242596,43,17,1.941465844
"180",43,21,275.5833333,0.121666667,31.55172414,102.0679012,0.37037037,0.37654321,0.25308642,"PSEUIN",0.15415068,35,2.6,1.15415068,-0.751398434,-1.314666538,1.463107786,20,0.003628666,-0.030556019630202,-0.876184558174528,0.079013850782111,0.321539283902762,-0.0263939975796315,-0.00774078032080376,0.247701989904683,-0.52129078298802,0.459807039088723,43,17,1.370934184
"181",43,12,205.8827586,0.140666667,19.24050633,118.0627119,0.573446328,0.264124294,0.162429379,"PSEUIN",0.125163143,34,2.6,1.125163143,-0.751398434,-1.314666538,1.463107786,20,0.004857133,0.631742211923792,-1.596134992122,0.479001894474228,1.47385175518845,-1.69991822027517,-1.50549338451335,0.247701989904683,-0.796329383801926,1.8979317166929,43,17,1.280224627
"182",43,19,270.98,0.128333333,23.98809524,66.25427873,0.244498778,0.415647922,0.339853301,"PSEUIN",0.102654154,41,2.6,1.102654154,-0.751398434,-1.314666538,1.463107786,20,0.003690309,0.212924387140979,-1.27511913156822,-1.1083258949568,-0.773132247517797,0.439899729305631,0.987804482924585,0.247701989904683,-1.01483079118667,0.542889188091671,43,17,1.866058326
"183",43,7,226.6972222,0.13,19.93865031,49.50407279,0.218370884,0.365684575,0.415944541,"PSEUIN",0.0588405,35,2.6,1.0588405,-0.751398434,-1.314666538,1.463107786,20,0.00441117,0.271817806352351,-1.544254370398,-1.90909824053378,-1.07102957138613,-0.164488488503863,1.67012952559513,0.247701989904683,-1.45323815681973,1.42292685217338,43,17,1.370934184
"186",44,2,312.2285714,0.121,61.45833333,108.3768595,0.347107438,0.396694215,0.256198347,"PSEUIN",0.238411023,33,1.89,1.238411023,-3.750541922,3.904776842,4.712055146,20,0.003202782,-0.0556339839247546,0.0943032180332098,0.243804284734833,0.150550651143713,0.219636831767673,0.0335318953029657,-0.355368626345784,0.240617621245388,-0.155945318171381,44,18,1.186806926
"187",44,1,353.2375,0.133,107.5,138.9786885,0.393442623,0.295081967,0.31147541,"PSEUIN",0.182321557,18,1.89,1.182321557,-3.750541922,3.904776842,4.712055146,20,0.002830957,0.375948005200979,0.908169728949417,0.927147019996723,0.480831337476788,-1.1768625934936,0.693332874439929,-0.355368626345784,-0.260541074787157,-0.764593985022891,44,18,-0.709949951
"188",44,5,293.85,0.213,157.6923077,65.3,0.222222222,0.481481481,0.296296296,"PSEUIN",0.15415068,21,1.89,1.15415068,-3.750541922,3.904776842,4.712055146,20,0.003403097,2.52541479331757,1.46588641189871,-1.14818799583272,-1.02494622537791,1.1337742878217,0.524605802093539,-0.355368626345784,-0.52129078298802,0.143267348589637,44,18,-0.227572305
"192",45,4,219.0703704,0.186666667,29.70588235,57.14879227,0.260869565,0.463768116,0.275362319,"PSEUIN",0.271933715,42,2.31,1.271933715,-3.480729657,2.324425927,1.478938565,20,0.004564743,1.92309116021193,-0.96393215443089,-1.514534871856,-0.602298955887751,0.956880429773689,0.277149944983438,0.0240777991012064,0.529415753793515,1.59171524031491,45,19,1.941465844
"193",45,3,300.0242424,0.118333333,26.91358025,124.2778243,0.414225941,0.372384937,0.213389121,"PSEUIN",0.173271721,44,2.31,1.173271721,-3.480729657,2.324425927,1.478938565,20,0.003333064,-0.15734685764501,-1.1076194624883,0.619963379364241,0.616517823002376,-0.0788004362108513,-0.583939503305026,0.0240777991012064,-0.343622814503427,0.0407092714991741,45,19,2.087039096
"194",45,8,279.6259259,0.122,39.23076923,97.13321637,0.347368421,0.277192982,0.375438596,"PSEUIN",0.044451763,23,2.31,1.044451763,-3.480729657,2.324425927,1.478938565,20,0.003576206,-0.0180685394116794,-0.559108663482709,-0.0571427847832246,0.1525317862391,-1.47200378141448,1.32411035250414,0.0240777991012064,-1.60118062774512,0.387982368825251,45,19,0.057102095
"195",45,9,249.7136364,0.127,14.34065934,37.28755656,0.149321267,0.443438914,0.407239819,"PSEUIN",0.032789823,31,2.31,1.032789823,-3.480729657,2.324425927,1.478938565,20,0.004004587,0.165256333930296,-2.02396069633049,-2.68775294949028,-2.07292158838639,0.745339712734953,1.59870251268537,0.0240777991012064,-1.72258977243898,0.945992932817909,45,19,0.991164438
"200",46,9,287.2083333,0.1155,47.75,146.4199346,0.509803922,0.281045752,0.209150327,"PSEUIN",0.162518929,20,3.33,1.162518929,-3.782698404,-0.133645958,0.686903138,20,0.003481793,-0.267959510857478,-0.273059317773969,1.07045637331336,1.16376927139146,-1.40686084196807,-0.651700240799892,0.715623517539941,-0.443175605423792,0.256023051441801,46,20,-0.380249442
"205",47,25,330.275,0.114,19.18478261,108.5835616,0.328767123,0.40239726,0.268835616,"PSEUIN",0.197825743,39,5.33,1.197825743,-1.760462878,-2.265666174,-0.078617366,20,0.00302778,-0.327622788459945,-1.600356742477,0.249039647807858,0.0074616254475944,0.28700038921273,0.196138516598382,1.60505884227015,-0.11967243532131,-0.433081982797358,47,21,1.709562688
"206",47,7,311.6444444,0.1065,60,114.0162602,0.365853659,0.455284553,0.178861789,"PSEUIN",0.064538521,32,5.33,1.064538521,-1.760462878,-2.265666174,-0.078617366,20,0.003208785,-0.638230754641638,0.0593473862903736,0.383179971193014,0.289196546867423,0.869752466209857,-1.18003111388699,1.60505884227015,-1.39520708281346,-0.146709651831584,47,21,1.090514388
"208",48,3,264.4111111,0.127333333,16.65413534,62.78254693,0.237442922,0.461187215,0.301369863,"PSEUIN",0.139761942,46,3.67,1.139761942,1.716650365,-1.410057186,4.318589807,20,0.003781989,0.177220092248222,-1.80626291954352,-1.25620936132851,-0.850319439439664,0.930543869510345,0.581945271670483,0.899454733256418,-0.656939150693461,0.663922847489291,48,22,2.226140244
"209",48,11,222.14,0.165,66.92307692,84.1438119,0.378787305,0.393940312,0.227272383,"PSEUIN",0.125163143,17,3.67,1.125163143,1.716650365,-1.410057186,4.318589807,20,0.004501666,1.35996761646463,0.218296866228279,-0.451576211411035,0.380771505306563,0.186760605656277,-0.371067441366566,0.899454733256418,-0.796329383801926,1.52308639699066,48,22,-0.888813522
"210",48,2,269.2307692,0.1365,15.78778135,97.22222222,0.361111111,0.426328502,0.212560386,"PSEUIN",0.085157808,49,3.67,1.085157808,1.716650365,-1.410057186,4.318589807,20,0.003714286,0.494504690159814,-1.88402384669156,-0.0546262427728043,0.254804063390348,0.559635948755033,-0.597081053966674,0.899454733256418,-1.18777645087586,0.574830959775932,48,22,2.42384349
"215",49,12,524.5,0.1685,231.6666667,112.3928571,0.214285714,0.428571429,0.357142857,"PSEUIN",0.287682072,16,2.16,1.287682072,3.034199602,-3.742148057,2.74805588,20,0.001906578,1.45577092453262,2.02578498924812,0.34377761410794,-1.12080771715386,0.584399230144484,1.15538790821653,-0.10287530887537,0.662470078112062,-2.71428615172055,49,23,-1.078523762
"216",49,1,343.4666667,0.107333333,124.5454545,190.8148148,0.555555556,0.305555556,0.138888889,"PSEUIN",0.207639365,16,2.16,1.207639365,3.034199602,-3.742148057,2.74805588,20,0.002911491,-0.602656342864864,1.12240342815918,1.7980865498359,1.39030496363762,-1.01226085019114,-2.03426052780487,-0.10287530887537,-0.0314466127421895,-0.626245431271941,49,23,-1.078523762
"217",49,4,265.33,0.185333333,103.8888889,114.3663793,0.431034483,0.344827586,0.224137931,"PSEUIN",0.162518929,20,2.16,1.162518929,3.034199602,-3.742148057,2.74805588,20,0.003768892,1.8903728980592,0.858433800486397,0.391604300905075,0.721364765284497,-0.441636793829368,-0.417968822354672,-0.10287530887537,-0.443175605423792,0.646813297523786,49,23,-0.380249442
"218",49,10,282.425,0.127,124.6153846,147.3521739,0.52173913,0.282608696,0.195652174,"PSEUIN",0.117783036,18,2.16,1.117783036,3.034199602,-3.742148057,2.74805588,20,0.003540763,0.165256333930296,1.12322048761527,1.08789453118283,1.22476803331691,-1.38068872024797,-0.877010363749309,-0.10287530887537,-0.867484874149834,0.338857326194206,49,23,-0.709949951
"225",50,4,271.34,0.1195,23.25,73.33513514,0.27027027,0.427927928,0.301801802,"PSEUIN",0.298492989,31,3.3,1.298492989,-0.201273319,-3.143665414,1.001055112,20,0.003685413,-0.112568307339393,-1.3206100451267,-0.829335968060866,-0.508982999654333,0.577307868960225,0.586782204605441,0.698511264398008,0.752870443533034,0.53634130550943,50,24,0.991164438
"226",50,14,300.04,0.107,29.15789474,123.9103245,0.412979351,0.318584071,0.268436578,"PSEUIN",0.276253377,29,3.3,1.276253377,-0.201273319,-3.143665414,1.001055112,20,0.003332889,-0.616852843225193,-0.991034348111944,0.611826484866335,0.608573266301791,-0.815207605176309,0.191121928135426,0.698511264398008,0.566074863459401,0.0404503072867615,50,24,0.782469748
"227",50,22,372.4666667,0.158,77.14285714,88.88409091,0.238636364,0.340909091,0.420454545,"PSEUIN",0.262364264,26,3.3,1.262364264,-0.201273319,-3.143665414,1.001055112,20,0.002684804,1.16210858577351,0.425158345026995,-0.300992239356099,-0.83710398970975,-0.495572203864171,1.70655087995751,0.698511264398008,0.447758559741662,-1.02603150521941,50,24,0.440756708
"228",50,33,255.5818182,0.132,36.25,118.7915493,0.464788732,0.257042254,0.278169014,"PSEUIN",0.262364264,26,3.3,1.262364264,-0.201273319,-3.143665414,1.001055112,20,0.003912641,0.341501232311238,-0.674132337230875,0.495911486078583,0.920098136221084,-1.82818550949007,0.311398735429862,0.698511264398008,0.447758559741662,0.831430253080752,50,24,0.440756708
"229",50,9,256.825,0.113666667,60.25641026,131.3988372,0.511627907,0.244186047,0.244186047,"PSEUIN",0.196710294,28,3.3,1.196710294,-0.201273319,-3.143665414,1.001055112,20,0.003893702,-0.340987867328685,0.0655546058328537,0.773052849431763,1.17318320958971,-2.07033294713535,-0.128647010618868,0.698511264398008,-0.129746191033649,0.807498516395382,50,24,0.672659864
"230",50,19,334.525,0.1,99.47368421,119.4732143,0.357142857,0.339285714,0.303571429,"PSEUIN",0.194156014,17,3.3,1.194156014,-0.201273319,-3.143665414,1.001055112,20,0.002989313,-0.925658805405124,0.795219206901922,0.511633010715593,0.225677794586987,-0.518098730952932,0.606526801186039,0.698511264398008,-0.152849618768438,-0.49614452284953,50,24,-0.888813522
"231",50,20,387.4,0.194,152.2222222,136.7294118,0.352941176,0.264705882,0.382352941,"PSEUIN",0.167054085,13,3.3,1.167054085,-0.201273319,-3.143665414,1.001055112,20,0.002581311,2.09896556659616,1.41449783790085,0.882315311051675,0.194483339478947,-1.68953799634312,1.385741726799,0.698511264398008,-0.401075857548966,-1.21991485203992,50,24,-1.728281441
"232",50,23,289.91875,0.111333333,26.90721649,106.1140523,0.366013072,0.352941176,0.281045752,"PSEUIN",0.15415068,28,3.3,1.15415068,-0.201273319,-3.143665414,1.001055112,20,0.003449242,-0.435655673929097,-1.10796367999667,0.185829777062082,0.29034483464391,-0.331880748880727,0.346145471505103,0.698511264398008,-0.52129078298802,0.20969613592853,50,24,0.672659864
"233",50,25,239.45,0.109,61.93548387,95.78,0.4,0.295238095,0.304761905,"PSEUIN",0.15415068,21,3.3,1.15415068,-0.201273319,-3.143665414,1.001055112,20,0.004176237,-0.532328654619338,0.105560498066474,-0.0956901487523386,0.524400932172208,-1.17436627150102,0.619744872451499,0.698511264398008,-0.52129078298802,1.15299488996608,50,24,-0.227572305
"234",50,26,338.08,0.1075,118.8235294,122.9381818,0.363636364,0.309090909,0.327272727,"PSEUIN",0.133531393,24,3.3,1.133531393,-0.201273319,-3.143665414,1.001055112,20,0.00295788,-0.595574596093303,1.05394510345715,0.59018514919777,0.273172785665282,-0.957970889841397,0.86041529607574,0.698511264398008,-0.716209156152798,-0.548281013284846,50,24,0.190282218
"235",50,18,247.4333333,0.186666667,94,102.3862069,0.413793103,0.362068966,0.224137931,"PSEUIN",0.105360516,20,3.3,1.105360516,-0.201273319,-3.143665414,1.001055112,20,0.004041493,1.92309116021193,0.712835176738182,0.0875690716406673,0.613762045810574,-0.211381491335967,-0.417968822354672,0.698511264398008,-0.988324608161258,0.991238873949068,50,24,-0.380249442
"236",50,16,256.5875,0.114,65.48387097,81.2950495,0.316831683,0.306930693,0.376237624,"PSEUIN",0.087011377,24,3.3,1.087011377,-0.201273319,-3.143665414,1.001055112,20,0.003897306,-0.327622788459945,0.186652342750165,-0.546209498569356,-0.0900113462131279,-0.99106954560159,1.33129027664192,0.698511264398008,-1.16932297178439,0.812061565183716,50,24,0.190282218
"237",50,10,295.2,0.195,59.33333333,90.36734694,0.306122449,0.336734694,0.357142857,"PSEUIN",0.057158414,18,3.3,1.057158414,-0.201273319,-3.143665414,1.001055112,20,0.003387534,2.12243181748192,0.0430836331379386,-0.255520068576476,-0.180648055856044,-0.553716232956643,1.15538790821653,0.698511264398008,-1.47042894898527,0.12066009034062,50,24,-0.709949951
"238",50,15,429.175,0.101,48.80952381,114.4466667,0.266666667,0.340740741,0.392592593,"PSEUIN",0.051293294,20,3.3,1.051293294,-0.201273319,-3.143665414,1.001055112,20,0.002330052,-0.880243746688567,-0.241114359816176,0.393532486924513,-0.544364739523151,-0.497903294376715,1.474995749511,0.698511264398008,-1.53058473510635,-1.72499797029051,50,24,-0.380249442
"239",50,17,254.91875,0.1035,50.85714286,109.495302,0.429530201,0.281879195,0.288590604,"PSEUIN",0.048790164,21,3.3,1.048790164,-0.201273319,-3.143665414,1.001055112,20,0.003922819,-0.768644648051395,-0.181296671369248,0.272013956620054,0.712149556328729,-1.39288644537554,0.435613306559323,0.698511264398008,-1.556360413207,0.844243586943579,50,24,-0.227572305
"240",50,21,365.6,0.103,53.58974359,133.9603053,0.366412214,0.328244275,0.305343511,"PSEUIN",0.044451763,23,3.3,1.044451763,-0.201273319,-3.143665414,1.001055112,20,0.00273523,-0.790747237217074,-0.10511524766767,0.826098610662861,0.293217752101908,-0.674234298854766,0.626183786593767,0.698511264398008,-1.60118062774512,-0.934255534055647,50,24,0.057102095
"241",50,24,318.4866667,0.183666667,51.46341463,124.2323877,0.390070922,0.34751773,0.262411348,"PSEUIN",0.042559614,24,3.3,1.042559614,-0.201273319,-3.143665414,1.001055112,20,0.003139849,1.84914250099252,-0.164047079816852,0.618958662039323,0.458145008138256,-0.404962454889899,0.114454541394451,0.698511264398008,-1.62078683898937,-0.253823792492248,50,24,0.190282218
"243",51,8,230.2,0.209,41.21212121,103.0746269,0.447761194,0.302238806,0.25,"PSEUIN",0.265703166,30,2.39,1.265703166,-0.429678962,-0.340064065,0.452986024,20,0.004344049,2.43888754326327,-0.487390180029843,0.105981385028952,0.821718629685888,-1.06376802400862,-0.0491795052414815,0.0884547764894613,0.476319882292884,1.34730211780154,51,25,0.888556538
"246",52,9,290.159375,0.1225,36.625,148.4536337,0.511627907,0.270348837,0.218023256,"PSEUIN",0.15415068,35,2.81,1.15415068,-2.032789072,-0.4443457,2.666913527,20,0.003446382,0.00059887206326014,-0.659151854166876,1.1083564455333,1.17318320958971,-1.58999015882031,-0.511382173783665,0.394573244203066,-0.52129078298802,0.205604882005119,52,26,1.370934184
"247",53,7,389.7833333,0.106,75.3125,138.7364407,0.355932203,0.288135593,0.355932203,"PSEUIN",0.167054085,26,2.4,1.167054085,1.225817549,-2.116665721,0.842048048,20,0.002565528,-0.659709268364603,0.390205438102578,0.922353630582689,0.216727358060475,-1.28928566527056,1.14392027705313,0.0963499489907158,-0.401075857548966,-1.25016407924819,53,27,0.440756708
"257",55,19,344.3111111,0.175,183,151.9019608,0.441176471,0.294117647,0.264705882,"PSEUIN",0.245122458,23,1.54,1.245122458,-2.455726234,0.192624145,1.97171326,20,0.00290435,1.62852599938537,1.68253717782788,1.17144841903865,0.782667540519901,-1.19231038671556,0.143856653753475,-0.742612551778346,0.299057521903847,-0.638357286632302,55,28,0.057102095
"258",55,5,268.6666667,0.175,140,100.75,0.375,0.4375,0.1875,"PSEUIN",0.171850257,19,1.54,1.171850257,-2.455726234,0.192624145,1.97171326,20,0.003722084,1.62852599938537,1.29266631990513,0.0433058955166115,0.354283813024024,0.681707773259689,-1.02074326711771,-0.742612551778346,-0.356730726717348,0.585174908265286,55,28,-0.540759527
"259",55,18,526.8,0.176,139.1666667,79.81818182,0.151515152,0.363636364,0.484848485,"PSEUIN",0.125163143,17,1.54,1.125163143,-2.455726234,0.192624145,1.97171326,20,0.001898254,1.65453276914088,1.28397620037322,-0.596583313619279,-2.03447567766439,-0.190995727437297,2.18780401147299,-0.742612551778346,-0.796329383801926,-2.73586663808215,55,28,-0.888813522
"260",55,4,240.0666667,0.1735,178,116.1612903,0.483870968,0.322580645,0.193548387,"PSEUIN",0.117783036,18,1.54,1.117783036,-2.455726234,0.192624145,1.97171326,20,0.00416551,1.58923586513729,1.642213525625,0.434391212099415,1.026154418772,-0.756373221525126,-0.913521138117736,-0.742612551778346,-0.867484874149834,1.14031003647606,55,28,-0.709949951
"261",55,2,372.6666667,0.167,144.6153846,53.23809524,0.142857143,0.619047619,0.238095238,"PSEUIN",0.054067221,19,1.54,1.054067221,-2.455726234,0.192624145,1.97171326,20,0.002683363,1.41495835086567,1.33987880732236,-1.70929532434977,-2.18957338599366,2.31980181220924,-0.213954304823694,-0.742612551778346,-1.50209215040691,-1.02867940731048,55,28,-0.540759527
"262",55,3,313.775,0.154,114.7058824,41.83666667,0.133333333,0.7,0.166666667,"PSEUIN",0,16,1.54,1,-2.455726234,0.192624145,1.97171326,20,0.003186997,1.04507202597216,1.0026091273063,-2.37146802423794,-2.37143173861244,2.89979466390546,-1.41852171152728,-0.742612551778346,-2.0714466649746,-0.180313525512813,55,28,-1.078523762
"273",57,23,255.7848485,0.116333333,20.09803922,93.78777778,0.366666667,0.278571429,0.354761905,"PSEUIN",0.405465108,24,4.41,1.405465108,-2.891521837,-3.774700569,-1.356223343,20,0.003909536,-0.235147191794736,-1.53266468840866,-0.15344275000049,0.295047603787319,-1.44859344958842,1.13279777114311,1.24677932890186,1.60884411988781,0.827514656526121,57,29,0.190282218
